file_name,formula,energy,bandgap,Application_Class,Origin_Campaign,type,space_group_symbol,space_group_number,num_atoms
MgSiPSe_id1396_Final_E-4.48.cif,MgSiPSe,-4.4759,1.236,Solar / Visible,SOLAR,Semiconductor,Pca2_1,29,16
BaP_id316_Final_E-4.47.cif,BaP,-4.4747,0.676,IR / Narrow-Gap,SOLAR,Semiconductor,P6_3/mmc,194,4
LiSeS3O2_id326_Final_E-4.47.cif,LiSeS3O2,-4.4712,2.23,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,28
CaSiO5_id1863_Final_E-4.47.cif,CaSiO5,-4.4709,1.419,Solar / Visible,SOLAR,Semiconductor,Pm,6,28
Ba2Sc4SnTe5_id1466_Final_E-4.47.cif,Ba2Sc4SnTe5,-4.4665,1.582,Solar / Visible,SOLAR,Semiconductor,P2/m,10,24
AsPSe2_id1874_Final_E-4.45.cif,AsPSe2,-4.4496,1.322,Solar / Visible,SOLAR,Semiconductor,P1,1,16
SeS3O_id2536_Final_E-4.44.cif,SeS3O,-4.4395,1.529,Solar / Visible,SOLAR,Semiconductor,P6_4,172,30
Li3Ca2O2_id2_Final_E-4.44.cif,Li3Ca2O2,-4.4359,1.179,Solar / Visible,SOLAR,Semiconductor,P1,1,14
K2BaS8_id1103_Final_E-4.43.cif,K2BaS8,-4.4279,0.897,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,22
InSe(N2O5)2_id3075_Final_E-4.42.cif,InSe(N2O5)2,-4.4201,0.669,IR / Narrow-Gap,SOLAR,Semiconductor,Pm,6,32
ZnO2_id2152_Final_E-4.41.cif,ZnO2,-4.4146,1.523,Solar / Visible,SOLAR,Semiconductor,Pbca,61,12
S4O_id2372_Final_E-4.41.cif,S4O,-4.4134,1.475,Solar / Visible,SOLAR,Semiconductor,Pc,7,10
SiS9_id28_Final_E-4.40.cif,SiS9,-4.3998,1.321,Solar / Visible,SOLAR,Semiconductor,P2,3,10
Ca2Mg2InO18_id1257_Final_E-4.40.cif,Ca2Mg2InO18,-4.3993,1.881,Solar / Visible,SOLAR,Semiconductor,P1,1,46
LiGe6(AsO2)2_id540_Final_E-4.40.cif,LiGe6(AsO2)2,-4.3964,1.322,Solar / Visible,SOLAR,Semiconductor,P3_121,152,39
NaZn2GaO4_id2281_Final_E-4.39.cif,NaZn2GaO4,-4.3899,3.05,Wide-Gap Power/LED,SOLAR,Semiconductor,P4/mmm,123,16
Sb4As7PS6_id972_Final_E-4.39.cif,Sb4As7PS6,-4.3853,3.084,Wide-Gap Power/LED,SOLAR,Semiconductor,Ima2,46,72
Li3ScSb3S4_id1992_Final_E-4.38.cif,Li3ScSb3S4,-4.3785,0.221,IR / Narrow-Gap,SOLAR,Semiconductor,Pm-3n,223,22
ZnO2_id2989_Final_E-4.36.cif,ZnO2,-4.36,1.255,Solar / Visible,SOLAR,Semiconductor,Fm-3m,225,12
MgZnGa2S13_id1157_Final_E-4.36.cif,MgZnGa2S13,-4.3592,3.375,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,68
AlSi_id1487_Final_E-4.36.cif,AlSi,-4.3586,0.639,IR / Narrow-Gap,SOLAR,Semiconductor,Pbca,61,16
AlAs2_id478_Final_E-4.36.cif,AlAs2,-4.358,0.144,IR / Narrow-Gap,SOLAR,Semiconductor,I4_1cd,110,48
Li2Be2Si5P_id3065_Final_E-4.35.cif,Li2Be2Si5P,-4.3547,2.802,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,40
As2Se_id3038_Final_E-4.32.cif,As2Se,-4.3222,1.016,Solar / Visible,SOLAR,Semiconductor,Pbcn,60,12
LiAs4(Se2S)2_id3237_Final_E-4.32.cif,LiAs4(Se2S)2,-4.319,0.243,IR / Narrow-Gap,SOLAR,Semiconductor,I4/m,87,22
BaP_id1447_Final_E-4.32.cif,BaP,-4.3155,0.857,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,40
Na(PSe2)2_id1955_Final_E-4.31.cif,Na(PSe2)2,-4.3138,0.963,IR / Narrow-Gap,SOLAR,Semiconductor,P-42m,111,7
Ba2Li(SnSe)2_id871_Final_E-4.31.cif,Ba2Li(SnSe)2,-4.3113,0.691,IR / Narrow-Gap,SOLAR,Semiconductor,P-42_1m,113,14
SeS4O_id2233_Final_E-4.31.cif,SeS4O,-4.3051,1.481,Solar / Visible,SOLAR,Semiconductor,Pm,6,6
Ca2In2PS7_id340_Final_E-4.29.cif,Ca2In2PS7,-4.2888,1.937,Solar / Visible,SOLAR,Semiconductor,Pm,6,24
Ba3Sb4As4S3_id1298_Final_E-4.29.cif,Ba3Sb4As4S3,-4.2861,1.448,Solar / Visible,SOLAR,Semiconductor,P6_3,173,28
ScSi2_id782_Final_E-4.28.cif,ScSi2,-4.2824,0.241,IR / Narrow-Gap,SOLAR,Semiconductor,Pn-3m,224,6
Be4GeCS2_id1762_Final_E-4.28.cif,Be4GeCS2,-4.2779,0.368,IR / Narrow-Gap,SOLAR,Semiconductor,Fd-3m,227,64
KCaO3_id2789_Final_E-4.28.cif,KCaO3,-4.276,0.162,IR / Narrow-Gap,SOLAR,Semiconductor,Pm-3m,221,5
BaCa2(NO6)2_id1766_Final_E-4.25.cif,BaCa2(NO6)2,-4.2535,2.75,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,34
AsS3_id2012_Final_E-4.24.cif,AsS3,-4.243,1.251,Solar / Visible,SOLAR,Semiconductor,Pm,6,8
Ba2Sn(NO)2_id2613_Final_E-4.24.cif,Ba2Sn(NO)2,-4.2406,1.503,Solar / Visible,SOLAR,Semiconductor,P1,1,28
BaO2_id1807_Final_E-4.22.cif,BaO2,-4.2185,0.208,IR / Narrow-Gap,SOLAR,Semiconductor,P-6m2,187,3
MgS_id265_Final_E-4.21.cif,MgS,-4.2098,2.486,Wide-Gap Power/LED,SOLAR,Semiconductor,Pccm,49,8
KBeO2_id555_Final_E-4.20.cif,KBeO2,-4.2027,2.944,Wide-Gap Power/LED,SOLAR,Semiconductor,Fm-3m,225,16
NaSi3(GeTe)3_id652_Final_E-4.19.cif,NaSi3(GeTe)3,-4.1929,0.064,IR / Narrow-Gap,SOLAR,Semiconductor,P-1,2,60
SnSb2Se5_id1142_Final_E-4.19.cif,SnSb2Se5,-4.1869,0.519,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,32
GeS10_id999_Final_E-4.17.cif,GeS10,-4.1715,1.702,Solar / Visible,SOLAR,Semiconductor,P1,1,11
Li3AlSbSe4_id1065_Final_E-4.17.cif,Li3AlSbSe4,-4.1692,1.177,Solar / Visible,SOLAR,Semiconductor,P-43m,215,9
InSiS19_id120_Final_E-4.15.cif,InSiS19,-4.1545,1.076,Solar / Visible,SOLAR,Semiconductor,P1,1,21
KLi3Se3O4_id1728_Final_E-4.15.cif,KLi3Se3O4,-4.1501,2.496,Wide-Gap Power/LED,SOLAR,Semiconductor,Pm-3n,223,22
LiSe2O3_id390_Final_E-4.15.cif,LiSe2O3,-4.1479,2.943,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,24
InSi4_id2618_Final_E-4.15.cif,InSi4,-4.1454,1.868,Solar / Visible,SOLAR,Semiconductor,C2/c,15,20
Li5S6_id2423_Final_E-4.12.cif,Li5S6,-4.1239,1.892,Solar / Visible,SOLAR,Semiconductor,P1,1,22
GeAs2Se7_id1066_Final_E-4.11.cif,GeAs2Se7,-4.1118,1.033,Solar / Visible,SOLAR,Semiconductor,P2/m,10,10
Li2AlGaSe4_id434_Final_E-4.11.cif,Li2AlGaSe4,-4.1116,1.676,Solar / Visible,SOLAR,Semiconductor,I-42d,122,32
AsS4O_id3129_Final_E-4.11.cif,AsS4O,-4.1095,2.609,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,24
BaSrSnN_id1685_Final_E-4.11.cif,BaSrSnN,-4.1071,0.541,IR / Narrow-Gap,SOLAR,Semiconductor,C2/m,12,32
KIn(SeO4)2_id2942_Final_E-4.11.cif,KIn(SeO4)2,-4.1053,1.989,Solar / Visible,SOLAR,Semiconductor,P-1,2,12
CaZn4CdO4_id1504_Final_E-4.09.cif,CaZn4CdO4,-4.0938,0.276,IR / Narrow-Gap,SOLAR,Semiconductor,P4bm,100,20
AsS5_id2407_Final_E-4.09.cif,AsS5,-4.0927,0.624,IR / Narrow-Gap,SOLAR,Semiconductor,P2,3,24
LiTi2(Se3S5)2_id3198_Final_E-4.09.cif,LiTi2(Se3S5)2,-4.087,1.61,Solar / Visible,SOLAR,Semiconductor,Pm,6,76
Ti2O45_id2832_Final_E-4.08.cif,Ti2O45,-4.083,0.199,IR / Narrow-Gap,SOLAR,Semiconductor,P2/c,13,94
KMg(TeO)4_id722_Final_E-4.08.cif,KMg(TeO)4,-4.0809,1.826,Solar / Visible,SOLAR,Semiconductor,Pban,50,20
LiZn2O8_id774_Final_E-4.07.cif,LiZn2O8,-4.0721,0.118,IR / Narrow-Gap,SOLAR,Semiconductor,Pm,6,22
SnO8_id2712_Final_E-4.06.cif,SnO8,-4.0637,0.072,IR / Narrow-Gap,SOLAR,Semiconductor,Fm-3m,225,36
K11In3(BO)6_id2455_Final_E-4.06.cif,K11In3(BO)6,-4.0624,0.387,IR / Narrow-Gap,SOLAR,Semiconductor,P-31c,163,52
KZn2O4_id2323_Final_E-4.06.cif,KZn2O4,-4.0576,2.916,Wide-Gap Power/LED,SOLAR,Semiconductor,P-42_1m,113,14
Li2SeS2_id1596_Final_E-4.05.cif,Li2SeS2,-4.0532,1.808,Solar / Visible,SOLAR,Semiconductor,P4_32_12,96,20
KAs4_id1694_Final_E-4.05.cif,KAs4,-4.0527,0.755,IR / Narrow-Gap,SOLAR,Semiconductor,P4_122,91,20
Li2S_id2313_Final_E-4.04.cif,Li2S,-4.0417,2.292,Wide-Gap Power/LED,SOLAR,Semiconductor,Pbcn,60,12
LiSeS_id1057_Final_E-4.04.cif,LiSeS,-4.0401,1.625,Solar / Visible,SOLAR,Semiconductor,P1,1,12
Al3ZnInS4_id2097_Final_E-4.03.cif,Al3ZnInS4,-4.0319,0.252,IR / Narrow-Gap,SOLAR,Semiconductor,P-43m,215,9
Na2LiS4_id1767_Final_E-4.03.cif,Na2LiS4,-4.0317,2.204,Wide-Gap Power/LED,SOLAR,Semiconductor,P-1,2,14
Sr2N8O17_id1446_Final_E-4.03.cif,Sr2N8O17,-4.0308,0.319,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,54
K(CaSi2)2_id2763_Final_E-4.03.cif,K(CaSi2)2,-4.0302,0.784,IR / Narrow-Gap,SOLAR,Semiconductor,Iba2,45,28
K3Ge(Se4S3)2_id3235_Final_E-4.02.cif,K3Ge(Se4S3)2,-4.021,1.152,Solar / Visible,SOLAR,Semiconductor,P1,1,18
LiAl(GaN)2_id2497_Final_E-4.00.cif,LiAl(GaN)2,-4.0003,2.011,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,18
NaMgS12_id1557_Final_E-4.00.cif,NaMgS12,-3.9987,1.814,Solar / Visible,SOLAR,Semiconductor,Fd-3,203,112
MgSc2_id162_Final_E-3.99.cif,MgSc2,-3.994,0.269,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,18
Ge2N5O11_id953_Final_E-3.99.cif,Ge2N5O11,-3.9912,0.652,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,36
K4Si2PO2_id1158_Final_E-3.99.cif,K4Si2PO2,-3.9909,0.944,IR / Narrow-Gap,SOLAR,Semiconductor,P-42m,111,9
CaCNO6_id1398_Final_E-3.99.cif,CaCNO6,-3.9862,3.415,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,18
KInSbSe8_id1343_Final_E-3.98.cif,KInSbSe8,-3.9765,0.452,IR / Narrow-Gap,SOLAR,Semiconductor,Pmm2,25,11
Na4SiS6_id253_Final_E-3.97.cif,Na4SiS6,-3.965,1.718,Solar / Visible,SOLAR,Semiconductor,P1,1,22
As2PSeS16_id949_Final_E-3.96.cif,As2PSeS16,-3.9643,1.872,Solar / Visible,SOLAR,Semiconductor,P1,1,40
Se2S5_id1072_Final_E-3.96.cif,Se2S5,-3.9598,2.051,Wide-Gap Power/LED,SOLAR,Semiconductor,Pba2,32,14
K3O4_id733_Final_E-3.96.cif,K3O4,-3.9577,2.392,Wide-Gap Power/LED,SOLAR,Semiconductor,I-43d,220,28
LiSeS_id3343_Final_E-3.95.cif,LiSeS,-3.9491,0.832,IR / Narrow-Gap,SOLAR,Semiconductor,Pcc2,27,12
ScCd4O24_id3213_Final_E-3.94.cif,ScCd4O24,-3.9433,1.846,Solar / Visible,SOLAR,Semiconductor,P1,1,29
MgS2_id2809_Final_E-3.94.cif,MgS2,-3.9427,1.99,Solar / Visible,SOLAR,Semiconductor,P4/nnc,126,24
PSe2_id543_Final_E-3.93.cif,PSe2,-3.9328,0.773,IR / Narrow-Gap,SOLAR,Semiconductor,P2,3,24
Sb2Te3As_id514_Final_E-3.93.cif,Sb2Te3As,-3.9294,0.411,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,12
K2Na2SrO36_id433_Final_E-3.93.cif,K2Na2SrO36,-3.9272,0.993,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,82
Si2PSeS_id2583_Final_E-3.92.cif,Si2PSeS,-3.9235,1.316,Solar / Visible,SOLAR,Semiconductor,P2/m,10,5
KNaAsS17_id1470_Final_E-3.92.cif,KNaAsS17,-3.9206,1.865,Solar / Visible,SOLAR,Semiconductor,P1,1,80
AlGa2SiSe_id2785_Final_E-3.92.cif,AlGa2SiSe,-3.9172,1.012,Solar / Visible,SOLAR,Semiconductor,P1,1,30
K3As(SeS)3_id632_Final_E-3.91.cif,K3As(SeS)3,-3.9116,1.386,Solar / Visible,SOLAR,Semiconductor,P1,1,60
Mg4AlS3_id1511_Final_E-3.91.cif,Mg4AlS3,-3.9111,0.081,IR / Narrow-Gap,SOLAR,Semiconductor,P6_3,173,16
Cd3CO10_id128_Final_E-3.91.cif,Cd3CO10,-3.9064,1.731,Solar / Visible,SOLAR,Semiconductor,R32,155,42
CdSi2Ge9S2_id3169_Final_E-3.89.cif,CdSi2Ge9S2,-3.8895,0.712,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,28
TeO_id2965_Final_E-3.89.cif,TeO,-3.8863,2.418,Wide-Gap Power/LED,SOLAR,Semiconductor,P6_222,180,12
ZnGeSe2_id552_Final_E-3.88.cif,ZnGeSe2,-3.8798,1.133,Solar / Visible,SOLAR,Semiconductor,I-42d,122,16
KZnCdO3_id3071_Final_E-3.88.cif,KZnCdO3,-3.8791,0.421,IR / Narrow-Gap,SOLAR,Semiconductor,P2_1/c,14,48
Cd(GaSe2)2_id2968_Final_E-3.87.cif,Cd(GaSe2)2,-3.8747,1.19,Solar / Visible,SOLAR,Semiconductor,P-42m,111,7
AsO21_id1604_Final_E-3.87.cif,AsO21,-3.8705,1.025,Solar / Visible,SOLAR,Semiconductor,P1,1,44
LiBO_id2740_Final_E-3.86.cif,LiBO,-3.8646,3.305,Wide-Gap Power/LED,SOLAR,Semiconductor,P4_2/mmc,131,6
BaSr2NO2_id1642_Final_E-3.86.cif,BaSr2NO2,-3.864,0.07,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,24
ScGeBS18_id146_Final_E-3.86.cif,ScGeBS18,-3.8634,1.783,Solar / Visible,SOLAR,Semiconductor,P1,1,21
NaO2_id1705_Final_E-3.86.cif,NaO2,-3.8625,3.146,Wide-Gap Power/LED,SOLAR,Semiconductor,Fm-3m,225,12
K2NaO2_id3181_Final_E-3.86.cif,K2NaO2,-3.8599,1.878,Solar / Visible,SOLAR,Semiconductor,Pbca,61,20
KTe2(NO2)4_id3185_Final_E-3.86.cif,KTe2(NO2)4,-3.8591,2.214,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,60
SeS2_id1279_Final_E-3.86.cif,SeS2,-3.857,1.658,Solar / Visible,SOLAR,Semiconductor,P3_112,151,9
LiP_id2995_Final_E-3.86.cif,LiP,-3.8569,1.531,Solar / Visible,SOLAR,Semiconductor,P1,1,32
LiGeAs_id806_Final_E-3.86.cif,LiGeAs,-3.8569,0.668,IR / Narrow-Gap,SOLAR,Semiconductor,P6_522,179,18
SrGaTe2_id213_Final_E-3.86.cif,SrGaTe2,-3.8557,1.337,Solar / Visible,SOLAR,Semiconductor,I4_1/amd,141,16
LiBeSiGe2_id2361_Final_E-3.86.cif,LiBeSiGe2,-3.8553,0.182,IR / Narrow-Gap,SOLAR,Semiconductor,P-1,2,10
CdPS_id1747_Final_E-3.85.cif,CdPS,-3.8524,1.666,Solar / Visible,SOLAR,Semiconductor,P2_1/m,11,12
KNa2GaS6_id679_Final_E-3.85.cif,KNa2GaS6,-3.8489,2.664,Wide-Gap Power/LED,SOLAR,Semiconductor,P2,3,40
Ba4Li4SbP21_id2279_Final_E-3.85.cif,Ba4Li4SbP21,-3.8469,2.787,Wide-Gap Power/LED,SOLAR,Semiconductor,Pm,6,60
Li3Ge2(AsP)2_id1233_Final_E-3.83.cif,Li3Ge2(AsP)2,-3.8329,1.64,Solar / Visible,SOLAR,Semiconductor,P1,1,18
Li2Be3PN2_id226_Final_E-3.82.cif,Li2Be3PN2,-3.8161,1.896,Solar / Visible,SOLAR,Semiconductor,P1,1,32
KLiO8_id1130_Final_E-3.81.cif,KLiO8,-3.815,2.735,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,20
Ba7Ca2N20_id1129_Final_E-3.81.cif,Ba7Ca2N20,-3.8075,2.661,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,29
Na2PO_id2064_Final_E-3.80.cif,Na2PO,-3.7974,2.356,Wide-Gap Power/LED,SOLAR,Semiconductor,P4/mmm,123,16
Li2SbSe2_id449_Final_E-3.79.cif,Li2SbSe2,-3.7893,1.339,Solar / Visible,SOLAR,Semiconductor,I4/mmm,139,10
SeS_id1988_Final_E-3.78.cif,SeS,-3.7845,1.634,Solar / Visible,SOLAR,Semiconductor,P4/m,83,8
GaAs_id2315_Final_E-3.78.cif,GaAs,-3.7822,0.415,IR / Narrow-Gap,SOLAR,Semiconductor,P4_32_12,96,8
CdGa3(Se2S)4_id2020_Final_E-3.77.cif,CdGa3(Se2S)4,-3.7693,0.887,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,32
K2O2_id2723_Final_E-3.76.cif,K2O2,-3.7602,0.43,IR / Narrow-Gap,SOLAR,Semiconductor,I4_1/amd,141,8
Ti3Be11ZnB6_id451_Final_E-3.76.cif,Ti3Be11ZnB6,-3.7553,2.262,Wide-Gap Power/LED,SOLAR,Semiconductor,Pm,6,84
Na2O_id794_Final_E-3.74.cif,Na2O,-3.7399,1.601,Solar / Visible,SOLAR,Semiconductor,Pbca,61,12
ScS36_id2798_Final_E-3.73.cif,ScS36,-3.7316,0.96,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,74
TeS_id869_Final_E-3.73.cif,TeS,-3.7252,0.69,IR / Narrow-Gap,SOLAR,Semiconductor,P4/m,83,8
K7S9_id2208_Final_E-3.72.cif,K7S9,-3.7223,1.132,Solar / Visible,SOLAR,Semiconductor,P1,1,16
LiSO11_id1792_Final_E-3.70.cif,LiSO11,-3.6994,0.431,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,26
Li8AlGaGe32_id846_Final_E-3.70.cif,Li8AlGaGe32,-3.6982,2.386,Wide-Gap Power/LED,SOLAR,Semiconductor,P4/mcc,124,84
InSnTe2_id565_Final_E-3.70.cif,InSnTe2,-3.6974,0.058,IR / Narrow-Gap,SOLAR,Semiconductor,I4/mmm,139,8
NaMg2InSe4_id1258_Final_E-3.69.cif,NaMg2InSe4,-3.6925,1.841,Solar / Visible,SOLAR,Semiconductor,I-42d,122,32
K2Zn5O4_id3334_Final_E-3.69.cif,K2Zn5O4,-3.6865,0.132,IR / Narrow-Gap,SOLAR,Semiconductor,I4/m,87,22
K2Ga2SnSe3_id2456_Final_E-3.68.cif,K2Ga2SnSe3,-3.6845,1.702,Solar / Visible,SOLAR,Semiconductor,Pmc2_1,26,16
CaO6_id1740_Final_E-3.68.cif,CaO6,-3.6821,0.415,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,7
Li3GaGeTe4_id3083_Final_E-3.67.cif,Li3GaGeTe4,-3.6741,0.992,IR / Narrow-Gap,SOLAR,Semiconductor,P-43m,215,9
LiAlSbS6_id1042_Final_E-3.67.cif,LiAlSbS6,-3.6728,2.041,Wide-Gap Power/LED,SOLAR,Semiconductor,Cmme,67,36
MgSe_id2056_Final_E-3.67.cif,MgSe,-3.6704,1.892,Solar / Visible,SOLAR,Semiconductor,P4/m,83,8
Li5AsO2_id1533_Final_E-3.67.cif,Li5AsO2,-3.6677,2.865,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,16
Mg3(Se2S3)2_id2431_Final_E-3.66.cif,Mg3(Se2S3)2,-3.6568,1.792,Solar / Visible,SOLAR,Semiconductor,P1,1,26
K3Na5CaSe6_id2554_Final_E-3.65.cif,K3Na5CaSe6,-3.654,1.938,Solar / Visible,SOLAR,Semiconductor,P1,1,45
Li6Ti3Ga2_id766_Final_E-3.65.cif,Li6Ti3Ga2,-3.6517,1.329,Solar / Visible,SOLAR,Semiconductor,P-1,2,22
KBaSe_id3381_Final_E-3.63.cif,KBaSe,-3.6325,2.036,Wide-Gap Power/LED,SOLAR,Semiconductor,C2/m,12,12
ZnTeS2_id2018_Final_E-3.63.cif,ZnTeS2,-3.6271,0.532,IR / Narrow-Gap,SOLAR,Semiconductor,P2_1,4,8
KBO32_id299_Final_E-3.63.cif,KBO32,-3.6265,2.207,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,68
SrS20_id180_Final_E-3.62.cif,SrS20,-3.6208,1.883,Solar / Visible,SOLAR,Semiconductor,Pm,6,84
Ba2LiS2O3_id3099_Final_E-3.62.cif,Ba2LiS2O3,-3.6165,0.525,IR / Narrow-Gap,SOLAR,Semiconductor,P6_222,180,24
Li7Zn2O9_id15_Final_E-3.60.cif,Li7Zn2O9,-3.605,3.069,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,18
CdS2N_id1854_Final_E-3.60.cif,CdS2N,-3.6046,1.321,Solar / Visible,SOLAR,Semiconductor,Pca2_1,29,16
Na3MgN2_id1621_Final_E-3.58.cif,Na3MgN2,-3.5843,0.515,IR / Narrow-Gap,SOLAR,Semiconductor,Pn-3m,224,12
Mg3Te2(SeS6)2_id498_Final_E-3.58.cif,Mg3Te2(SeS6)2,-3.5842,1.748,Solar / Visible,SOLAR,Semiconductor,P1,1,38
Li6Al(TeSe)4_id2287_Final_E-3.57.cif,Li6Al(TeSe)4,-3.5694,1.272,Solar / Visible,SOLAR,Semiconductor,R3m,160,15
KSO_id1294_Final_E-3.56.cif,KSO,-3.5645,0.762,IR / Narrow-Gap,SOLAR,Semiconductor,P-3m1,164,6
LiTeSe_id2297_Final_E-3.55.cif,LiTeSe,-3.5491,1.174,Solar / Visible,SOLAR,Semiconductor,P4_32_12,96,24
Zn2Ga2Si2Ge7_id142_Final_E-3.55.cif,Zn2Ga2Si2Ge7,-3.5476,0.791,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,52
Ba(AlS)2_id1912_Final_E-3.54.cif,Ba(AlS)2,-3.5429,2.553,Wide-Gap Power/LED,SOLAR,Semiconductor,Pn-3m,224,10
GeSe3O2_id686_Final_E-3.50.cif,GeSe3O2,-3.4953,1.043,Solar / Visible,SOLAR,Semiconductor,Pm,6,12
TiPO8_id3377_Final_E-3.48.cif,TiPO8,-3.4848,1.172,Solar / Visible,SOLAR,Semiconductor,P1,1,20
K3BaLi3Se4_id1153_Final_E-3.48.cif,K3BaLi3Se4,-3.4751,1.932,Solar / Visible,SOLAR,Semiconductor,Pm-3n,223,22
MgS_id2898_Final_E-3.47.cif,MgS,-3.4672,1.583,Solar / Visible,SOLAR,Semiconductor,Pm,6,2
ZnInTe2Se3_id300_Final_E-3.47.cif,ZnInTe2Se3,-3.4656,0.633,IR / Narrow-Gap,SOLAR,Semiconductor,Pm,6,7
LiTe_id522_Final_E-3.44.cif,LiTe,-3.4398,0.295,IR / Narrow-Gap,SOLAR,Semiconductor,Pbca,61,16
NaTeSe_id2087_Final_E-3.44.cif,NaTeSe,-3.4376,0.603,IR / Narrow-Gap,SOLAR,Semiconductor,Aea2,41,24
Li3Te2_id2900_Final_E-3.44.cif,Li3Te2,-3.4364,1.065,Solar / Visible,SOLAR,Semiconductor,P-42_1m,113,10
MgP_id3175_Final_E-3.43.cif,MgP,-3.4349,0.469,IR / Narrow-Gap,SOLAR,Semiconductor,P222,16,24
K2SbTe4_id752_Final_E-3.43.cif,K2SbTe4,-3.4289,0.292,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,14
SrTiC2_id2125_Final_E-3.42.cif,SrTiC2,-3.4242,0.818,IR / Narrow-Gap,SOLAR,Semiconductor,I4_1/amd,141,16
InO20_id2609_Final_E-3.42.cif,InO20,-3.4158,1.328,Solar / Visible,SOLAR,Semiconductor,P1,1,21
KInTe4_id3117_Final_E-3.40.cif,KInTe4,-3.3993,0.429,IR / Narrow-Gap,SOLAR,Semiconductor,I-42d,122,24
MgTe_id1623_Final_E-3.39.cif,MgTe,-3.3891,1.756,Solar / Visible,SOLAR,Semiconductor,Aea2,41,16
Ca4Al(TeSe2)3_id1662_Final_E-3.39.cif,Ca4Al(TeSe2)3,-3.3859,0.311,IR / Narrow-Gap,SOLAR,Semiconductor,Im-3m,229,28
Li3ScAs_id1624_Final_E-3.38.cif,Li3ScAs,-3.3811,0.254,IR / Narrow-Gap,SOLAR,Semiconductor,Pm-3m,221,5
Ge6Te3As3Se7_id899_Final_E-3.38.cif,Ge6Te3As3Se7,-3.3768,1.269,Solar / Visible,SOLAR,Semiconductor,P1,1,114
Al9Ga2_id2773_Final_E-3.37.cif,Al9Ga2,-3.3654,3.26,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,44
BaAs(Se4S3)2_id1932_Final_E-3.36.cif,BaAs(Se4S3)2,-3.3634,1.161,Solar / Visible,SOLAR,Semiconductor,Cmc2_1,36,64
MgGaP_id693_Final_E-3.35.cif,MgGaP,-3.3512,0.257,IR / Narrow-Gap,SOLAR,Semiconductor,P2_1,4,6
K2Na2AsS4_id468_Final_E-3.34.cif,K2Na2AsS4,-3.3369,2.721,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,9
KS_id2375_Final_E-3.34.cif,KS,-3.3365,2.368,Wide-Gap Power/LED,SOLAR,Semiconductor,P1,1,16
ZnTeAsSe_id2222_Final_E-3.34.cif,ZnTeAsSe,-3.3364,0.203,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,32
KCd(Te2Se)2_id1806_Final_E-3.34.cif,KCd(Te2Se)2,-3.335,0.571,IR / Narrow-Gap,SOLAR,Semiconductor,P1,1,16
Ti3Zn3Sn3Te16_id3058_Final_E-3.31.cif,Ti3Zn3Sn3Te16,-3.3075,0.678,IR / Narrow-Gap,SOLAR,Semiconductor,P6_3/m,176,50
BaLi8TiTe4_id2544_Final_E-3.31.cif,BaLi8TiTe4,-3.3064,1.149,Solar / Visible,SOLAR,Semiconductor,I222,23,28
ScZn6(SeS3)2_id68_Final_E-3.30.cif,ScZn6(SeS3)2,-3.3024,1.334,Solar / Visible,SOLAR,Semiconductor,P1,1,60
K2MgZnSi4_id231_Final_E-3.29.cif,K2MgZnSi4,-3.2862,0.599,IR / Narrow-Gap,SOLAR,Semiconductor,P3_121,152,24
MgSi_id1449_Final_E-3.28.cif,MgSi,-3.2783,0.396,IR / Narrow-Gap,SOLAR,Semiconductor,I4_1/amd,141,8
