file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
SbAs13Se(SO3)2_id3817_Final_E-2.37.cif,SbAs13Se(SO3)2,-2.3696,0.534,IR / Narrow-Gap,Semiconductor,P2,3,23
NaIn2_id1948_Final_E-2.36.cif,NaIn2,-2.3619,0.198,IR / Narrow-Gap,Semiconductor,Pmma,51,6
AlZn11S4_id3063_Final_E-2.35.cif,AlZn11S4,-2.35,0.111,IR / Narrow-Gap,Semiconductor,P-42c,112,32
K2Ga3_id4951_Final_E-2.30.cif,K2Ga3,-2.2993,0.742,IR / Narrow-Gap,Semiconductor,P2/c,13,40
K2NaAs_id1631_Final_E-2.30.cif,K2NaAs,-2.2951,0.349,IR / Narrow-Gap,Semiconductor,Fm-3m,225,16
K4NaIn4Ge_id4355_Final_E-2.24.cif,K4NaIn4Ge,-2.2444,0.369,IR / Narrow-Gap,Semiconductor,P4nc,104,20
Ba4Sr3(ZnP2)3_id96_Final_E-2.23.cif,Ba4Sr3(ZnP2)3,-2.2319,2.116,Solar / Visible,Semiconductor,P31m,157,16
K7PO_id4781_Final_E-2.19.cif,K7PO,-2.1913,0.114,IR / Narrow-Gap,Semiconductor,P6_322,182,18
Na5Cd2(InTe)2_id3285_Final_E-2.19.cif,Na5Cd2(InTe)2,-2.1861,0.211,IR / Narrow-Gap,Semiconductor,P3_112,151,33
K2GaGe_id1478_Final_E-2.15.cif,K2GaGe,-2.1465,0.897,IR / Narrow-Gap,Semiconductor,Fm-3m,225,16
Li4Ga_id3144_Final_E-2.14.cif,Li4Ga,-2.1425,0.727,IR / Narrow-Gap,Semiconductor,Pn-3n,222,60
NaIn_id4762_Final_E-2.14.cif,NaIn,-2.1423,0.458,IR / Narrow-Gap,Semiconductor,Fd-3m,227,8
K11O2_id4538_Final_E-2.14.cif,K11O2,-2.1397,1.224,Solar / Visible,Semiconductor,P-1,2,13
K4Ba4Sr4LiMg4CdSn4_id1555_Final_E-2.13.cif,K4Ba4Sr4LiMg4CdSn4,-2.1298,0.061,IR / Narrow-Gap,Semiconductor,P1,1,44
KGa_id3918_Final_E-2.12.cif,KGa,-2.1198,0.14,IR / Narrow-Gap,Semiconductor,Pcc2,27,8
K4Ba4P3_id47_Final_E-2.12.cif,K4Ba4P3,-2.1154,0.932,IR / Narrow-Gap,Semiconductor,I-43d,220,44
Ba4Na4ZnSb_id4590_Final_E-2.09.cif,Ba4Na4ZnSb,-2.0872,0.155,IR / Narrow-Gap,Semiconductor,P4/mcc,124,20
KNa6ZnSbAs_id3819_Final_E-2.06.cif,KNa6ZnSbAs,-2.0642,0.107,IR / Narrow-Gap,Semiconductor,P312,149,10
Sr3Zn2O_id4065_Final_E-2.04.cif,Sr3Zn2O,-2.0407,0.517,IR / Narrow-Gap,Semiconductor,Pn-3m,224,12
K8Ge2Sb_id3212_Final_E-2.04.cif,K8Ge2Sb,-2.0375,1.166,Solar / Visible,Semiconductor,Cm,8,22
AlSi3SnTe5S4_id2646_Final_E-2.04.cif,AlSi3SnTe5S4,-2.037,1.493,Solar / Visible,Semiconductor,P2_12_12_1,19,56
CaMg4Te_id876_Final_E-2.03.cif,CaMg4Te,-2.0276,1.529,Solar / Visible,Semiconductor,C2/c,15,24
K6LiMgAl6(Te4O15)2_id2439_Final_E-2.00.cif,K6LiMgAl6(Te4O15)2,-2.0038,0.053,IR / Narrow-Gap,Semiconductor,P1,1,52
K2Ge_id1951_Final_E-2.00.cif,K2Ge,-1.9965,0.059,IR / Narrow-Gap,Semiconductor,Pa-3,205,12
Na2Li2Te3_id4945_Final_E-1.91.cif,Na2Li2Te3,-1.9117,0.052,IR / Narrow-Gap,Semiconductor,I4_132,214,28
Na2CaSc2InGa_id2193_Final_E-1.84.cif,Na2CaSc2InGa,-1.835,0.4,IR / Narrow-Gap,Semiconductor,P4/nmm,129,14
Li6Zn_id103_Final_E-1.83.cif,Li6Zn,-1.8332,0.065,IR / Narrow-Gap,Semiconductor,Fm-3m,225,28
K2(NaIn)3_id1675_Final_E-1.76.cif,K2(NaIn)3,-1.7587,0.073,IR / Narrow-Gap,Semiconductor,P-3c1,165,32
Na2In_id156_Final_E-1.68.cif,Na2In,-1.6825,0.485,IR / Narrow-Gap,Semiconductor,P6mm,183,9
K7ScAlSi_id2323_Final_E-1.66.cif,K7ScAlSi,-1.6609,0.37,IR / Narrow-Gap,Semiconductor,P312,149,10
KCdGa_id2621_Final_E-1.66.cif,KCdGa,-1.6564,0.386,IR / Narrow-Gap,Semiconductor,P4_2/mmc,131,12
Na4In3_id3984_Final_E-1.64.cif,Na4In3,-1.6351,0.236,IR / Narrow-Gap,Semiconductor,P4/mmm,123,7
K4Sn_id1240_Final_E-1.63.cif,K4Sn,-1.634,0.231,IR / Narrow-Gap,Semiconductor,P6/mmm,191,20
K3Sb_id4676_Final_E-1.57.cif,K3Sb,-1.5667,1.189,Solar / Visible,Semiconductor,P4_132,213,16
K2ZnGa_id3772_Final_E-1.56.cif,K2ZnGa,-1.5625,0.089,IR / Narrow-Gap,Semiconductor,P4_2/m,84,16
K5(NaGa)2_id3509_Final_E-1.46.cif,K5(NaGa)2,-1.4638,0.065,IR / Narrow-Gap,Semiconductor,Pcc2,27,36
K2AlCd4_id881_Final_E-1.38.cif,K2AlCd4,-1.3817,0.089,IR / Narrow-Gap,Semiconductor,I4_1/a,88,28
K4Li3Mg(CdIn)2_id335_Final_E-1.37.cif,K4Li3Mg(CdIn)2,-1.3655,0.967,IR / Narrow-Gap,Semiconductor,P-42_1c,114,24
K4NaCd2In_id2240_Final_E-1.35.cif,K4NaCd2In,-1.3483,0.151,IR / Narrow-Gap,Semiconductor,Pbam,55,16
K2CdGa_id1461_Final_E-1.34.cif,K2CdGa,-1.3351,0.231,IR / Narrow-Gap,Semiconductor,P4/mmm,123,8
KNa6(CaCd3)2_id4307_Final_E-1.29.cif,KNa6(CaCd3)2,-1.2924,0.213,IR / Narrow-Gap,Semiconductor,P-3c1,165,30
Ba3NaZn_id1526_Final_E-1.23.cif,Ba3NaZn,-1.232,0.476,IR / Narrow-Gap,Semiconductor,Pm-3m,221,5
Na2SrCa4GaSiO_id2554_Final_E-1.23.cif,Na2SrCa4GaSiO,-1.2311,1.117,Solar / Visible,Semiconductor,Pmm2,25,20
Na3Cd_id3887_Final_E-1.16.cif,Na3Cd,-1.1566,0.616,IR / Narrow-Gap,Semiconductor,Im-3m,229,8
KLiSiSn2Sb2TeP2Se5S6_id3688_Final_E-1.15.cif,KLiSiSn2Sb2TeP2Se5S6,-1.1527,0.383,IR / Narrow-Gap,Semiconductor,P1,1,42
Mg6Cd_id1273_Final_E-1.15.cif,Mg6Cd,-1.1501,0.082,IR / Narrow-Gap,Semiconductor,P4_2/nnm,134,14
Na4Zn3_id1269_Final_E-1.13.cif,Na4Zn3,-1.1316,0.391,IR / Narrow-Gap,Semiconductor,I-43d,220,28
Na_id222_Final_E-1.05.cif,Na,-1.0522,0.196,IR / Narrow-Gap,Semiconductor,I4/mmm,139,10
KIn2GaSn6Se4(S2O3)2_id154_Final_E-1.05.cif,KIn2GaSn6Se4(S2O3)2,-1.0503,1.329,Solar / Visible,Semiconductor,P-1,2,24
K5(SeS)4_id1659_Final_E-1.00.cif,K5(SeS)4,-1.0019,1.884,Solar / Visible,Semiconductor,P4_2/m,84,52
K5Zn2Cd3_id130_Final_E-1.00.cif,K5Zn2Cd3,-0.9966,0.394,IR / Narrow-Gap,Semiconductor,P1,1,20
KCd2_id4203_Final_E-0.98.cif,KCd2,-0.9774,0.421,IR / Narrow-Gap,Semiconductor,P-4c2,116,18
KGa3SiSn_id83_Final_E-0.92.cif,KGa3SiSn,-0.9204,0.177,IR / Narrow-Gap,Semiconductor,P-6m2,187,6
KCd_id2673_Final_E-0.92.cif,KCd,-0.9152,0.239,IR / Narrow-Gap,Semiconductor,P4/mmm,123,8
LiZn2_id3185_Final_E-0.91.cif,LiZn2,-0.9058,0.088,IR / Narrow-Gap,Semiconductor,Pn-3m,224,6
Ba2Na3Ca4_id4009_Final_E-0.80.cif,Ba2Na3Ca4,-0.8024,0.756,IR / Narrow-Gap,Semiconductor,P6/mmm,191,9
K4Na_id3405_Final_E-0.78.cif,K4Na,-0.7802,0.271,IR / Narrow-Gap,Semiconductor,P-31m,162,15
K4BaNa4_id90_Final_E-0.74.cif,K4BaNa4,-0.7361,0.193,IR / Narrow-Gap,Semiconductor,P4_2/n,86,18
K3AlCd_id408_Final_E-0.64.cif,K3AlCd,-0.6449,1.019,Solar / Visible,Semiconductor,P4_2mc,105,10
K3Zn2_id2883_Final_E-0.57.cif,K3Zn2,-0.5651,0.179,IR / Narrow-Gap,Semiconductor,I4/mcm,140,20
